date,btc_open,btc_high,btc_low,btc_close,btc_volume,eth_open,eth_high,eth_low,eth_close,eth_volume,btc_dominance,eth_dominance,alt_dominance,fear_greed,FearGreed_Label,inflation,btc_mcap,eth_mcap,fed_rate
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824.0,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,2486650112.0,0.3442725681369273,0.1984748422203507,0.4572525896427219,31.0,Fear,2.263468931091861,144544944416.7482,83330877020.24867,1.42
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808.0,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112.0,0.3443509457586099,0.1993665614552751,0.4562824927861147,42.0,Fear,2.263468931091861,137716289625.30893,79732678121.41658,1.42
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872.0,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,2081170048.0,0.3483046473404612,0.1951469319993087,0.45654842066023,35.0,Fear,2.263468931091861,150256428069.51227,84185155652.77072,1.42
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904.0,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048.0,0.3478959294424021,0.1970829607690842,0.4550211097885135,55.0,Greed,2.263468931091861,143645913955.80325,81375375877.96892,1.42
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288.0,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096.0,0.3468219256623736,0.1948398920066795,0.4583381823309468,71.0,Greed,2.263468931091861,159007423075.0244,89328231140.60481,1.42
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744.0,934.7860107421876,950.0050048828124,917.8480224609376,944.2100219726562,2369449984.0,0.3580556219029035,0.1902641545269028,0.4516802235701936,67.0,Greed,2.263468931091861,170569769073.98798,90637629785.66489,1.42
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384.0,944.7479858398438,976.594970703125,940.7540283203124,974.114990234375,2525720064.0,0.3559033070016111,0.1896368633333263,0.4544598296650626,74.0,Greed,2.263468931091861,171309236631.063,91279135809.19406,1.42
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728.0,973.3489990234376,982.9329833984376,915.4450073242188,923.9210205078124,2567290112.0,0.3640721104724511,0.1846708243227079,0.4512570652048409,63.0,Greed,2.263468931091861,185692327611.28845,94190008583.4062,1.42
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856.0,921.6680297851562,957.7769775390624,921.5540161132812,943.864990234375,2169019904.0,0.3701465869319017,0.1863735527458734,0.4434798603222248,67.0,Greed,2.263468931091861,177561296505.31497,89404389580.2483,1.42
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288.0,943.5670166015624,965.2650146484376,892.9539794921875,895.3709716796875,2545260032.0,0.3766607215027149,0.1823617356546733,0.4409775428426118,74.0,Greed,2.263468931091861,187364222442.60483,90713108252.71552,1.42
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648.0,894.135009765625,912.375,830.56298828125,849.9710083007812,2531729920.0,0.3940400628834181,0.1791484827754732,0.4268114543411087,54.0,Neutral,2.263468931091861,194121879194.2264,88256609941.35635,1.42
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872.0,849.2620239257812,875.926025390625,802.6680297851562,812.844970703125,2150370048.0,0.3896545863229945,0.1831109168192901,0.4272344968577153,44.0,Fear,2.263468931091861,168362084194.4766,79118626282.25874,1.42
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032.0,811.5850219726562,886.3179931640625,794.791015625,864.1890258789062,2334820096.0,0.3921433174639402,0.1839421838041431,0.4239144987319166,39.0,Fear,2.263468931091861,169362253983.19455,79442544254.30933,1.42
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984.0,861.593017578125,879.531005859375,818.5499877929688,840.5150146484375,1926579968.0,0.3858118567891259,0.1875951785740575,0.4265929646368165,31.0,Fear,2.263468931091861,173922837770.0662,84567348658.27484,1.42
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904.0,839.458984375,853.14599609375,822.3809814453125,844.8099975585938,1646960000.0,0.3850925973473046,0.1897823678143633,0.4251250348383319,33.0,Fear,2.263468931091861,164497574061.05917,81068136131.60957,1.42
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240.0,845.2780151367188,880.3920288085938,842.3189697265625,869.3150024414062,2044480000.0,0.3801226516923083,0.1913376063408273,0.4285397419668644,37.0,Fear,2.263468931091861,163790896885.65796,82445384433.1456,1.42
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840.0,870.364990234375,896.2589721679688,867.0969848632812,878.2650146484375,2053980032.0,0.3892470020560321,0.188116500097166,0.4226364978468019,44.0,Fear,2.263468931091861,174886939893.19846,84519903484.51317,1.42
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952.0,877.9340209960938,890.1079711914062,855.1240234375,855.198974609375,1963980032.0,0.3954219082810914,0.1860043830496537,0.4185737086692548,41.0,Fear,2.263468931091861,180884108725.4301,85086932065.08655,1.42
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744.0,856.0120239257812,880.302001953125,851.9199829101562,872.2000122070312,1868519936.0,0.3985664239801119,0.188961162211136,0.4124724138087521,38.0,Fear,2.3309497646499366,174778709347.89926,82862945950.985,1.51
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080.0,871.7639770507812,876.3779907226562,852.4219970703125,856.85302734375,1894419968.0,0.4030530349590632,0.1840843733609785,0.4128625916799582,47.0,Neutral,2.3309497646499366,183463718171.25656,83792455743.35178,1.51
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,6690570240.0,856.7109985351562,868.4539794921875,855.2069702148438,857.2249755859375,1699369984.0,0.4097928001437852,0.1820365691792217,0.4081706306769931,56.0,Greed,2.3309497646499366,187514886761.3877,83297136123.66147,1.51
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760.0,856.1859741210938,867.9500122070312,840.280029296875,866.677978515625,1697939968.0,0.4178989014287031,0.1801137303766595,0.4019873681946373,44.0,Fear,2.3309497646499366,191899353575.2401,82708301723.55193,1.51
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904.0,866.8460083007812,869.9199829101562,853.52001953125,853.6840209960938,1898489984.0,0.4127729420284486,0.178909524720933,0.4083175332506182,55.0,Greed,2.3309497646499366,190747933122.9373,82676499793.85762,1.51
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984.0,853.8170166015625,853.8170166015625,809.9310302734375,816.9509887695312,1943069952.0,0.4204167955326275,0.1776874960715209,0.4018957083958516,59.0,Greed,2.3309497646499366,194821583687.4345,82340571913.28821,1.51
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016.0,816.27099609375,825.6069946289062,726.5469970703125,752.8309936523438,2175419904.0,0.41614302544923,0.1818627010222187,0.4019942735285512,37.0,Fear,2.3309497646499366,181342656441.09247,79250313700.00667,1.51
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984.0,752.5700073242188,773.7670288085938,696.1690063476562,704.5960083007812,1891640064.0,0.3837633824445659,0.1675066381921903,0.4487299793632437,39.0,Fear,2.3309497646499366,169056252057.66943,73790376421.96692,1.51
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464.0,702.197021484375,729.156005859375,648.1069946289062,728.916015625,2233019904.0,0.4199393811039408,0.180769488656376,0.3992911302396831,37.0,Fear,2.3309497646499366,159289105130.23843,68568491974.3163,1.51
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872.0,730.1599731445312,748.031005859375,682.6950073242188,686.8900146484375,1532960000.0,0.4138775472758857,0.1839813961882838,0.4021410565358303,39.0,Fear,2.3309497646499366,156862284242.87494,69730146644.19576,1.51
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176.0,685.31201171875,735.8309936523438,668.1229858398438,723.3389892578125,1562680064.0,0.4136155110453851,0.1848509151812722,0.4015335737733426,40.0,Fear,2.3309497646499366,150359761907.83084,67198010840.67886,1.51
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808.0,724.406005859375,742.5139770507812,683.2680053710938,699.8309936523438,1764999936.0,0.4173040270099466,0.181523951423158,0.4011720215668953,41.0,Fear,2.3309497646499366,160888688653.47745,69985307146.27713,1.51
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840.0,698.1530151367188,713.7349853515625,682.3499755859375,690.8270263671875,1425959936.0,0.4173962837255925,0.1823908688515573,0.4002128474228502,41.0,Fear,2.3309497646499366,156177221215.63092,68245214878.50092,1.51
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016.0,691.218994140625,702.7839965820312,594.0999755859375,614.291015625,1810560000.0,0.4189584733168814,0.1805953696596824,0.4004461570234361,40.0,Fear,2.3309497646499366,155921695042.49033,67211282137.89535,1.51
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952.0,614.8389892578125,620.6160278320312,579.5050048828125,611.3040161132812,1770460032.0,0.4225760010207353,0.1796045452364492,0.3978194537428153,32.0,Fear,2.3309497646499366,140553335048.27603,59738408621.9634,1.51
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840.0,611.7780151367188,623.1680297851562,587.8619995117188,601.666015625,1417350016.0,0.4246591614660951,0.1805777679737264,0.3947630705601784,33.0,Fear,2.3309497646499366,141449655895.93512,60148621435.96764,1.51
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,4426149888.0,601.677978515625,609.1510009765625,549.0960083007812,552.7789916992188,1267810048.0,0.4281627473351319,0.1773194034001696,0.3945178492646984,31.0,Fear,2.3309497646499366,144184737078.2775,59712695037.70924,1.51
