date,precio,vol_30d,cum_ret_60d,dist_sma200,drawdown,fg,cluster_km,estado_hmm,estado_hmm_causal
2024-12-31,3332.53173828125,3.311101434479773,32.58153175319156,11.606050745419072,-30.746649849748685,64.0,2,2,1
2025-01-01,3353.504150390625,3.302893388894953,34.03959126143049,12.348305436719876,-30.31082210274725,66.0,2,2,1
2025-01-02,3451.392578125,3.3509609948418877,38.349281355543845,15.66051589978532,-28.276602448160382,70.0,1,2,1
2025-01-03,3605.009765625,3.258345294214523,45.21826118556391,20.78947150849877,-25.08428330148029,74.0,1,2,1
2025-01-04,3657.706787109375,3.2692433093922224,45.611030809530284,22.519418223626996,-23.98918636997591,73.0,1,2,1
2025-01-05,3634.103759765625,3.119246897823093,32.51992256984945,21.713566712782395,-24.479680938554495,72.0,1,2,1
2025-01-06,3688.611328125,3.135965488188254,27.727389422080847,23.50242150234032,-23.34695902804167,76.0,1,2,1
2025-01-07,3381.577392578125,3.4659117697196304,17.099661325828308,13.24778256661483,-29.727431988639452,78.0,2,2,1
2025-01-08,3326.329345703125,3.2390243051510543,9.765967720606973,11.428982549431343,-30.875541784984605,70.0,2,2,1
2025-01-09,3219.4306640625,3.261758885466045,4.630057586801728,7.883966922991736,-33.0970035478894,69.0,2,2,1
2025-01-10,3267.489990234375,3.089320223717371,0.37346950604177964,9.509633933584505,-32.09828257394227,50.0,2,2,1
2025-01-11,3282.2177734375,3.076037752599886,4.633474197352095,10.024033539435152,-31.792224475414134,69.0,2,2,1
2025-01-12,3265.951171875,3.067188492274085,5.790899221325019,9.497756405210755,-32.13026076200729,62.0,2,2,1
2025-01-13,3135.499755859375,3.129902961134458,5.982774987179242,5.178638180763628,-34.841171955184876,61.0,2,2,1
2025-01-14,3223.6845703125,3.1523016638777723,7.353835797124509,8.163953382562973,-33.00860311177247,63.0,2,2,1
2025-01-15,3450.53759765625,3.440796703698207,13.416593218994034,15.760464991213041,-28.294369799358808,70.0,2,2,1
2025-01-16,3308.34521484375,3.486432416383638,11.134442450921522,11.013311693439576,-31.2492700520692,75.0,2,2,1
2025-01-17,3474.107177734375,3.40731700619376,11.846767731842212,16.56894017584547,-27.80457029848845,75.0,2,2,1
2025-01-18,3305.78955078125,3.3704821370577727,10.009229565956268,10.941850143568654,-31.302379313161488,77.0,2,2,1
2025-01-19,3208.96435546875,3.395129063587275,8.34003368984284,7.707582620394993,-33.314503932206044,77.0,2,2,1
2025-01-20,3278.035400390625,3.347705152778345,1.0898604420663363,9.98466812923684,-31.879138379863125,76.0,2,2,1
2025-01-21,3327.40625,3.341215990386727,3.472277600779027,11.576430743844135,-30.8531626341747,76.0,2,2,1
2025-01-22,3240.224609375,3.283680216120815,-1.087515408622742,8.621893308885475,-32.66488451982744,84.0,2,2,1
2025-01-23,3334.714111328125,3.302902918313626,2.7874394170490304,11.713563503328217,-30.70129795015908,75.0,2,2,1
2025-01-24,3309.554931640625,3.304932822488899,0.5499481077135595,10.816743843150034,-31.224130924374094,75.0,2,2,1
2025-01-25,3317.26953125,3.1934385130925462,3.332499371164143,11.027986358760632,-31.06381381114757,75.0,2,2,1
2025-01-26,3236.13427734375,3.225448364017887,-9.055633110912488,8.28814650040448,-32.749885719707095,73.0,2,2,1
2025-01-27,3178.92041015625,3.214767045265098,-8.706225908754806,6.35965996520218,-33.93884723274267,71.0,2,2,1
2025-01-28,3077.112548828125,3.254810527622537,-12.291041195082554,2.9632196254747223,-36.05451664636426,72.0,2,2,1
2025-01-29,3112.9990234375,3.26396602654372,-14.247415994061386,4.175205829861284,-35.30875973031373,72.0,2,2,1
2025-01-30,3247.780029296875,3.3648715187633673,-10.065129444981393,8.684922593577827,-32.50787532007361,70.0,2,2,1
2025-01-31,3298.26513671875,3.375352809546852,-6.706218003166398,10.4097134562805,-31.458744180076316,76.0,2,2,1
2025-02-01,3118.32861328125,3.4705748908321055,-11.517209140187036,4.4431688982012885,-35.198005510821496,68.0,2,2,1
2025-02-02,2868.69287109375,3.626781978484397,-25.615903486038547,-3.8342068710054855,-40.38568647575812,60.0,2,2,1
2025-02-03,2884.566650390625,3.6119212886171144,-24.273176684738853,-3.2142018505672665,-40.055813429621345,44.0,2,2,1
2025-02-04,2735.05126953125,3.7023773221011145,-34.56803121358069,-8.11208273211662,-43.16289292253648,72.0,2,2,1
2025-02-05,2787.779052734375,3.7126571403590036,-32.56234272376737,-6.225386471411321,-42.06715673168002,54.0,2,1,1
2025-02-06,2688.40087890625,3.4770095087863004,-36.20237055779098,-9.4390517305044,-44.13233480346073,49.0,2,1,1
2025-02-07,2622.211181640625,3.4879264475050733,-31.499282245342986,-11.546807543960869,-45.50782306315831,44.0,2,1,1
2025-02-08,2632.308349609375,3.4613648050300094,-28.778539649381454,-11.078774335557162,-45.2979937910667,44.0,2,1,1
2025-02-09,2628.72119140625,3.43994051207272,-34.44888553563078,-11.093690956239822,-45.37253853440154,46.0,2,1,1
2025-02-10,2661.166748046875,3.451657867450587,-34.526429207312965,-9.91815896796705,-44.69828734301997,43.0,2,1,1
2025-02-11,2602.781982421875,3.4631365596068235,-37.4441280445887,-11.794014783582396,-45.91158129933015,47.0,2,1,1
2025-02-12,2736.902099609375,3.563890096499189,-31.19688255232205,-7.1684688525698315,-43.12443081818601,46.0,2,1,1
2025-02-13,2675.902587890625,3.526310302988784,-35.58510195206113,-9.145713609934457,-44.39206181942343,50.0,2,1,1
2025-02-14,2726.091552734375,3.2586993504611486,-34.608811519074,-7.34815931038022,-43.3490848190617,48.0,2,1,1
2025-02-15,2693.559814453125,3.196922219291663,-33.276382589376944,-8.362702077069184,-44.025126951326484,50.0,2,1,1
2025-02-16,2663.31591796875,3.014485891244867,-27.50465973990134,-9.303999569515542,-44.65362543765167,54.0,2,1,1
2025-02-17,2743.19970703125,2.9950385707397125,-18.954686004137468,-6.5106898114430045,-42.99356022305078,51.0,2,1,1
2025-02-18,2669.3388671875,2.988937900400943,-23.245397626261735,-8.97877908987994,-44.528462515302905,47.0,2,1,1
2025-02-19,2715.77099609375,2.976902790737039,-17.608773271984706,-7.365868712353896,-43.563556331686314,44.0,2,1,1
2025-02-20,2740.386474609375,2.9643852750780164,-14.913852251840833,-6.534847948315125,-43.05202201284506,49.0,2,1,1
2025-02-21,2659.655517578125,2.9726210839086935,-22.077938302517975,-9.325792812984535,-44.72969222706289,55.0,2,1,1
2025-02-22,2764.029296875,3.019225394240315,-20.38630858487022,-5.816449619299025,-42.56070046589831,49.0,2,1,1
2025-02-23,2821.310302734375,3.0574342390886353,-18.347885143789615,-3.9439414679017126,-41.37034374395938,50.0,2,1,1
2025-02-24,2513.8212890625,3.5954600930084455,-24.608879564374543,-14.388193302685204,-47.76027368417848,49.0,2,1,1
2025-02-25,2493.592529296875,3.582898815292503,-25.344272192336806,-15.061780710278095,-48.180647590017614,25.0,0,1,2
2025-02-26,2331.45263671875,3.72825949129779,-33.91883926415598,-20.5469895600931,-51.550077091633774,21.0,0,1,2
2025-02-27,2305.484375,3.704343740563931,-33.608580511614385,-21.39877172571154,-52.08972360150601,10.0,0,1,2
2025-02-28,2237.9052734375,3.7014733685601726,-36.74519036653108,-23.639425776039204,-53.49408507527279,16.0,0,1,2
2025-03-01,2216.643310546875,3.5608989505709565,-36.984366305093104,-24.302016879837897,-53.93592997776291,20.0,0,1,2
2025-03-02,2519.694580078125,4.458439372663436,-23.94206011125644,-13.931821050751559,-47.63822080931248,26.0,0,1,2
2025-03-03,2145.573974609375,5.082819645488026,-41.70890473206957,-26.657924471273887,-55.41282202055675,33.0,0,1,2
2025-03-04,2170.01513671875,4.926922211971579,-45.02063695937157,-25.768764458473115,-54.90491017137731,15.0,0,1,2
2025-03-05,2241.977294921875,4.978763849508035,-43.16620355097771,-23.258201497625407,-53.409464386912234,20.0,0,1,2
2025-03-06,2202.476806640625,4.911596614372602,-44.28276720158971,-24.55723186136699,-54.23032412985894,25.0,0,1,2
2025-03-07,2138.987548828125,4.9047359144663,-48.665287491484285,-26.669382941870335,-55.5496945507199,34.0,0,1,2
2025-03-08,2201.51025390625,4.919835287467427,-37.4184474606153,-24.477820254884584,-54.25041006458042,28.0,0,1,2
